status_id,label
1237387231779840000,irrelevant
1240175235304960000,irrelevant
1241324844920320000,irrelevant
1241872361743360000,irrelevant
1243024442621440000,irrelevant
1243315917913600000,irrelevant
1273803569758720000,irrelevant
1275384241681920000,legitimate
1215113270710935553,legitimate
1216676765982175232,legitimate
1217159574433804289,legitimate
1222615296344608768,legitimate
1222984685120368646,irrelevant
1224147257517199360,legitimate
1224970162459172865,legitimate
1225053872370176000,legitimate
1225549173157695491,legitimate
1225835616656658433,legitimate
1226276322021978117,misinformation
1227310448401317891,legitimate
1227362900970479617,misinformation
1228090968114651138,misinformation
1228608922426249216,misinformation
1232059565065297920,legitimate
1232394717641334785,misinformation
1232502381016907776,misinformation
1232553364438814720,legitimate
1232791958281576448,legitimate
1232965700454666241,legitimate
1233219957208444928,legitimate
1233467656860315649,legitimate
1233566321876578305,irrelevant
1233599892217585665,irrelevant
1233642854884552705,irrelevant
1233669385514094592,legitimate
1233823268924096512,irrelevant
1233841246264864768,irrelevant
1234085077379768320,misinformation
1234424425048612866,misinformation
1234426459495829504,misinformation
1234461652252164096,misinformation
1234493446418817025,legitimate
1234523085770022912,legitimate
1234664589452693505,legitimate
1234735259180294145,legitimate
1234912469019004928,legitimate
1235545131937341441,irrelevant
1235662475640672262,irrelevant
1235678045681242112,misinformation
1235804640924577792,irrelevant
1235814870873812995,legitimate
1236329332236259330,legitimate
1236444108958269440,misinformation
1236507997389684736,irrelevant
1236611740864933888,misinformation
1236642166400790528,misinformation
1236672034291085314,misinformation
1236976393747120131,legitimate
1236976707476828166,legitimate
1236977115964362753,irrelevant
1236977213775532033,legitimate
1236977805784539137,misinformation
1236977913368662016,legitimate
1236979714826395649,legitimate
1236980229006032896,irrelevant
1236980398598557696,legitimate
1236981003224113152,irrelevant
1236981260637155328,irrelevant
1236981590326153217,irrelevant
1236982725514493952,irrelevant
1236983008848158720,irrelevant
1236983144500334594,irrelevant
1236983177983537152,irrelevant
1236983215346331650,legitimate
1236983649779712000,irrelevant
1236983670646472704,legitimate
1236984032644280320,irrelevant
1236984452116611072,legitimate
1236984663991861253,irrelevant
1236984749593370624,misinformation
1236984816173756421,irrelevant
1236984885811777537,irrelevant
1236985078045122560,legitimate
1236985117979152384,irrelevant
1236985619047419904,legitimate
1236985708578996225,irrelevant
1236985900841799686,irrelevant
1236987409222467585,irrelevant
1236987708183949314,legitimate
1236987728769630210,irrelevant
1236988271625936896,legitimate
1236988309148250115,legitimate
1236988693681823744,irrelevant
1236988946900549633,misinformation
1236989148222967808,legitimate
1236989316208918529,legitimate
1236989367916396544,legitimate
1236989503975366657,misinformation
1236990146362273793,irrelevant
1236990757585682433,irrelevant
1236991060846379008,legitimate
1236991094879129601,legitimate
1236991350068969478,legitimate
1236991373246595072,legitimate
1236991557993000961,misinformation
1236991664037588992,irrelevant
1236992278700404736,misinformation
1236992524520210434,legitimate
1236992587204104198,irrelevant
1236993410071957505,irrelevant
1236993647037558784,misinformation
1236993649302478853,legitimate
1236993749940461575,misinformation
1236994279534407680,misinformation
1236994411059437569,legitimate
1236995390777548803,irrelevant
1236995717316653058,irrelevant
1236995922388643842,legitimate
1236996069957021699,irrelevant
1236996126445907970,misinformation
1236996224739393543,legitimate
1236996469317656578,legitimate
1236996517346582528,legitimate
1236996557158977536,irrelevant
1236996889268142080,legitimate
1236997077047152641,legitimate
1236997495957356544,misinformation
1236997583236710401,legitimate
1236997599774879744,irrelevant
1236997738354470913,irrelevant
1236997808068202496,legitimate
1236998020023160837,misinformation
1236998271379353602,legitimate
1236998339796721665,legitimate
1236998371824435201,irrelevant
1236998441294839810,irrelevant
1236998696123891712,misinformation
1236999111611645954,irrelevant
1236999200350433280,misinformation
1236999385399078914,legitimate
1236999540995170306,misinformation
1236999661791174657,irrelevant
1236999729231400963,irrelevant
1237000099445776390,irrelevant
1237000415495032834,irrelevant
1237000651512651778,misinformation
1237000711159853057,legitimate
1237000746115055617,irrelevant
1237000763286659073,misinformation
1237001557855604736,misinformation
1237002047867715585,legitimate
1237002100955062272,legitimate
1237002546927067137,irrelevant
1237002556070670336,legitimate
1237002608461651974,legitimate
1237002646864699393,irrelevant
1237002867090903040,irrelevant
1237002987303833603,misinformation
1237003170661814272,misinformation
1237003219496206336,legitimate
1237003285271400448,irrelevant
1237003361100185600,legitimate
1237003883827941378,legitimate
1237003959140745218,misinformation
1237004101759561729,legitimate
1237004239454515201,misinformation
1237004438864306182,irrelevant
1237004497802665987,legitimate
1237004683236892672,irrelevant
1237004686428790784,misinformation
1237004818297884674,irrelevant
1237005017871085569,irrelevant
1237005432046026752,irrelevant
1237005605006503937,irrelevant
1237005705753870338,misinformation
1237005750293102594,irrelevant
1237005909768826880,legitimate
1237006239848108032,irrelevant
1237006394659913730,legitimate
1237006487354060801,misinformation
1237006649698562050,irrelevant
1237006659018514432,irrelevant
1237006688118587393,irrelevant
1237006854166847488,misinformation
1237007045666185219,irrelevant
1237007353901285376,misinformation
1237007524294987779,legitimate
1237007613746913280,legitimate
1237007676548227078,legitimate
1237007952575373312,irrelevant
1237008246444974080,misinformation
1237008448807723008,legitimate
1237008573462388738,misinformation
1237008659902861313,legitimate
1237008746796257281,misinformation
1237009188611592193,legitimate
1237009233385840640,irrelevant
1237009363916685312,misinformation
1237009457218871300,legitimate
1237009601721241601,irrelevant
1237009618301333505,irrelevant
1237010192711200775,irrelevant
1237010352119975937,legitimate
1237010829717000192,irrelevant
1237011093962272770,misinformation
1237011405813006336,legitimate
1237012114692177920,legitimate
1237012446675636224,misinformation
1237012764213698560,legitimate
1237012770777755648,irrelevant
1237014054889086976,irrelevant
1237014936880021507,irrelevant
1237014941766307840,misinformation
1237015015791755267,misinformation
1237015281526018048,legitimate
1237016446594670593,legitimate
1237017085148086272,legitimate
1237017577131585536,misinformation
1237017694957961216,irrelevant
1237019872221114368,legitimate
1237020148357140480,misinformation
1237020522195664896,irrelevant
1237020570077855745,misinformation
1237021404559814656,irrelevant
1237021501561413632,legitimate
1237021867958923264,legitimate
1237022530269057024,legitimate
1237022799019085833,irrelevant
1237023162065444866,legitimate
1237023737507020806,legitimate
1237023868125974529,irrelevant
1237024396297945088,misinformation
1237025430084956160,irrelevant
1237025465933729795,irrelevant
1237026121511776257,legitimate
1237026251560357888,misinformation
1237028252629323777,misinformation
1237028380794654720,misinformation
1237029730941100038,irrelevant
1237031327012139008,misinformation
1237031489822392322,misinformation
1237032658183520257,misinformation
1237034873937899521,legitimate
1237053688314617857,legitimate
1237070720829718528,legitimate
1237075021769605121,irrelevant
1237077239881183233,misinformation
1237084735450611713,legitimate
1237085736647745544,irrelevant
1237087378432548865,irrelevant
1237088182652583936,misinformation
1237088317780283392,irrelevant
1237089087762268160,irrelevant
1237089640517115904,legitimate
1237090071469125632,legitimate
1237090884799336451,legitimate
1237111924342558727,legitimate
1237119489046654981,irrelevant
1237126549851320320,legitimate
1237134920914554880,irrelevant
1237137428369956864,irrelevant
1237139620057489410,irrelevant
1237156263386943488,legitimate
1237157847974195201,legitimate
1237162253541093376,misinformation
1237182688857120768,legitimate
1237183935676854278,misinformation
1237184433083596807,legitimate
1237203857165422592,misinformation
1237205429958180864,misinformation
1237206971889180672,misinformation
1237209834988191746,misinformation
1237211133213278208,irrelevant
1237211465888739328,misinformation
1237245195017539586,irrelevant
1237246077872377856,legitimate
1237280472947929089,legitimate
1237289389950001153,misinformation
1237302298465964032,misinformation
1237325447731519488,irrelevant
1237331704236224513,legitimate
1237338002356965376,irrelevant
1237346357909676032,misinformation
1237355568672772097,irrelevant
1237360296316080128,legitimate
1237364785357848579,misinformation
1237373127929274368,irrelevant
1237377589473239042,misinformation
1237388993555247105,legitimate
1237401905086767104,irrelevant
1237410951315496960,irrelevant
1237411178915168257,irrelevant
1237416956052901891,legitimate
1237419192879546370,legitimate
1237420129937432576,legitimate
1237420887630102534,legitimate
1237435908984627200,irrelevant
1237467299524665344,misinformation
1237468740851085312,misinformation
1237474263294070784,legitimate
1237482162955472901,misinformation
1237492180534648838,irrelevant
1237514121483915264,misinformation
1237523998042292224,legitimate
1237527099671363584,legitimate
1237530637898113027,legitimate
1237540387356475392,legitimate
1237546233234722817,irrelevant
1237624240964173824,legitimate
1237648930919211009,legitimate
1237652825758457856,irrelevant
1237689113911967744,legitimate
1237699220477542403,legitimate
1237699626976841728,legitimate
1237703963107041281,misinformation
1237733541992992768,legitimate
1237736747599085568,misinformation
1237742384861118465,legitimate
1237774264331317248,legitimate
1237782822338859011,legitimate
1237782886939385858,irrelevant
1237782887677792258,legitimate
1237792397523849216,misinformation
1237796176231104512,legitimate
1237796271383068673,irrelevant
1237807815512797184,misinformation
1237820562149462018,legitimate
1237820643132882945,irrelevant
1237821421218340865,irrelevant
1237822381898584071,irrelevant
1237823037229187072,misinformation
1237823669029593089,legitimate
1237824087012995072,legitimate
1237828039234523142,irrelevant
1237834630126014466,legitimate
1237835639657127936,legitimate
1237843967598678021,misinformation
1237848806693068800,misinformation
1237861011052302339,legitimate
1237871272714895363,irrelevant
1237892382529445888,irrelevant
1237895131052662790,misinformation
1237908607888433152,misinformation
1237921094620925952,legitimate
1237922652158693376,legitimate
1237924615558660097,legitimate
1237933000874213378,legitimate
1237935422061379586,irrelevant
1237935982449758211,misinformation
1237948634706010112,irrelevant
1237957071183794177,irrelevant
1238009566018916352,misinformation
1238015435746000896,irrelevant
1238019232564117511,misinformation
1238041668047306754,misinformation
1238045465633054722,misinformation
1238045828297695232,misinformation
1238059000907927552,misinformation
1238067831272378368,irrelevant
1238068104070127622,legitimate
1238095784895229956,irrelevant
1238096041620242433,misinformation
1238112231042269184,irrelevant
1238114454241452033,irrelevant
1238116346635997185,legitimate
1238117040499687430,legitimate
1238123012345356293,legitimate
1238134948030107648,irrelevant
1238143047419998208,misinformation
1238158576205643778,legitimate
1238175722260312064,legitimate
1238177040689487879,legitimate
1238177438598926336,legitimate
1238178822245289984,legitimate
1238180205098872834,legitimate
1238185722575716353,legitimate
1238191734057771009,irrelevant
1238197929145442304,misinformation
1238205346025529344,legitimate
1238214108643594242,irrelevant
1238216561954975744,irrelevant
1238221822958735364,legitimate
1238223462763823109,legitimate
1238223495743627265,legitimate
1238225689989582849,legitimate
1238229313159409666,irrelevant
1238231529312092160,irrelevant
1238231915628343296,legitimate
1238232113029287938,irrelevant
1238239431858978816,irrelevant
1238239561081409538,legitimate
1238243494717788160,legitimate
1238243704944635908,irrelevant
1238281476015185920,irrelevant
1238282983213277187,irrelevant
1238286404565770240,irrelevant
1238302668076048385,legitimate
1238310975025164291,misinformation
1238325421487382528,misinformation
1238343889318223873,misinformation
1238350336785408001,irrelevant
1238353416361054209,misinformation
1238359456922120193,misinformation
1238376620328718336,misinformation
1238379973917978624,misinformation
1238382132722049025,misinformation
1238391373155295233,misinformation
1238404735075565569,legitimate
1238422585555091456,irrelevant
1238428142529679361,legitimate
1238428249325285376,legitimate
1238428438974824448,irrelevant
1238428598505218049,irrelevant
1238429880922112000,legitimate
1238430095020306433,legitimate
1238431177276559360,legitimate
1238431870968369153,irrelevant
1238438195844591617,misinformation
